Indian National Anthem,Michael Jackson Songs,Marathi Lavni,Marathi Bhav Geet,Kishor Kumar Songs,Asha Bhosale Songs,Song
0.9441008004775338,6.795150764377073e-11,0.05589912539802796,7.405648637427783e-08,8.403428908613815e-22,1.6211561986925308e-29,mfcc_output_1
1.6437105568407952e-06,0.0009918352155566415,0.7503485448173928,0.2484818439526163,4.72590544814076e-27,0.0001761323038772625,mfcc_output_109
5.0467932185875274e-05,0.6835139553902965,0.10128297105767053,0.21515238738515785,2.0488036010143655e-88,2.182346890780841e-07,mfcc_output_3
1.9892794421890492e-07,1.7971623685623434e-21,0.04346673252553453,3.878338531454223e-07,0.9565326807126675,7.415121987907033e-16,mfcc_output_29
0.00284293901799993,0.8480316887961674,0.12200864166765457,0.02711673036456659,2.79386041351492e-76,1.5361149257415465e-10,mfcc_output_15
6.410142546420253e-11,0.04012410428264591,0.05114724366550067,0.8570806442229237,1.8595222955675506e-57,0.051648007764828356,mfcc_output_14
4.252792936045828e-09,1.215788132636304e-22,0.018223701236539883,1.3475258383279087e-07,0.981776159758067,1.6568624584224875e-14,mfcc_output_28
0.9964767105580057,3.443295826497832e-06,0.003519846038272408,1.0789527897731888e-10,2.735209894741251e-51,5.030973867053907e-38,mfcc_output_2
0.9945289501074015,9.746835052191718e-07,0.00547007424442193,9.646713928155383e-10,1.5520643436495508e-45,6.271600388915323e-35,mfcc_output_108
0.1622347411614477,0.6793417318495865,0.15698618226698244,0.0014373447219820073,6.5246904073362215e-71,1.7311197058929914e-15,mfcc_output_6
3.905157140828271e-25,7.405960564724785e-13,0.016477507675692327,4.822998252449433e-08,0.9762427644748974,0.007279679618687214,mfcc_output_10
0.00013561377046652495,6.949516461929929e-19,0.5017879717557513,4.87398709900737e-06,0.4980715404866831,1.5977588518718924e-17,mfcc_output_38
7.477009480602906e-15,0.004309467277532915,0.04704158988551431,0.12160959555920146,6.4119306850142385e-34,0.8270393472777438,mfcc_output_39
7.636202100663908e-12,0.027968024123337286,0.06821270609175463,0.6962284504442937,4.956514702858829e-48,0.20759081933297838,mfcc_output_11
4.6085962648254386e-08,2.4622480268737774e-06,0.9453970487296842,0.05397733882452211,1.1430913354395844e-13,0.0006231041116896758,mfcc_output_7
6.867612356222616e-11,1.7555598978279752e-19,0.025485987506054596,9.994040985984628e-07,0.9745130125343597,4.868108496948159e-10,mfcc_output_5
6.839354394475425e-11,0.03939446322370379,0.06469186471222563,0.8243298787583833,4.872665777763119e-53,0.07158379323729412,mfcc_output_13
0.00010084993840062482,0.0014143704094013321,0.8567883983020436,0.14169536487413487,2.4282736516339588e-30,1.0164760196872206e-06,mfcc_output_12
1.8369960253013782e-20,2.7426242823447816e-05,0.06351135016961644,0.0008818460423443981,1.3241871550861183e-11,0.9355793775319742,mfcc_output_4
0.9572478277769937,3.2374875656267716e-05,0.04271813266871982,1.6646786299120946e-06,1.0687432769030717e-42,1.1132862185622152e-24,mfcc_output_103
1.4017626852001586e-12,1.1474321022009425e-20,0.01413359831015507,2.6088759048340953e-07,0.9858661382539302,2.5469224283894136e-09,mfcc_output_9
1.6504532516302463e-10,7.293757095542723e-19,0.036112794588113895,1.884030578244724e-06,0.9638853205368748,6.793876561280768e-10,mfcc_output_23
6.457883527249205e-15,0.012720914704370898,0.02645978308122796,0.6431520638974525,1.5823828148768506e-58,0.31766723831694216,mfcc_output_37
2.3881336228858388e-11,0.02005009590722665,0.023304155750029133,0.938586612324417,1.653210020083586e-74,0.018059135994445745,mfcc_output_36
3.3022023843095145e-05,0.0967584591635018,0.4469908821412824,0.4562063117497312,1.5344055347415078e-47,1.1324921641587938e-05,mfcc_output_22
0.04360795987570419,0.9309989085893721,0.025274973055854657,0.00011815847906911787,2.0552895739389252e-91,1.9554078657988392e-17,mfcc_output_8
3.8781820511692225e-07,4.7574317793834194e-09,0.9919974678484789,0.007998959415724262,3.308209043333951e-08,3.147078069556694e-06,mfcc_output_102
0.9841166526651436,0.011786513968042303,0.004096832982832527,3.839812445800788e-10,6.810992878989327e-76,1.8161266179872813e-35,mfcc_output_114
2.820926290005943e-11,1.0105239961536552e-23,0.018339172238477957,7.358234398057896e-08,0.9816607541470305,3.9385437600892755e-12,mfcc_output_100
0.9425058875738781,2.0832851961603307e-07,0.05749300680886772,8.972887346044994e-07,7.552724451789185e-32,1.0435986027234945e-25,mfcc_output_34
0.9878178606004152,1.3359477510662227e-05,0.01216873939923299,4.0522841122763824e-08,9.364153732326353e-47,1.4717511590167562e-29,mfcc_output_20
4.200430438287891e-18,0.005551589576332356,0.03305285223587794,0.06578710369958697,1.7896158123482637e-35,0.8956084544882024,mfcc_output_21
0.9908247636244069,0.0006895006708883791,0.008485713351463232,2.235324124773293e-08,1.043213007639253e-59,4.19543895380066e-30,mfcc_output_35
7.731987841166477e-09,4.705640141969743e-07,0.9653679869112322,0.03314928278812714,8.301671774517795e-11,0.0014822519216213595,mfcc_output_101
0.03263969462584283,1.9813144021259842e-08,0.9665687779455242,0.0007915076154835876,1.6734337824375944e-16,4.747024530327937e-15,mfcc_output_115
1.4364202648240427e-09,4.102807899560606e-24,0.015622332820087468,5.544201990838121e-08,0.9843776103014643,8.118735708799516e-15,mfcc_output_111
0.008748288494049164,2.4850353604706738e-12,0.991122951115758,0.000128707182702271,5.320500491758341e-08,2.2627256339656266e-16,mfcc_output_105
0.99145880993643,8.65837075627864e-07,0.008540318267799376,5.958695166636903e-09,8.818216348543348e-43,2.3108741316472697e-32,mfcc_output_31
5.6511959658671825e-08,6.886505360984866e-05,0.85077335347698,0.14713435610098108,4.70055584360494e-19,0.002023368856469447,mfcc_output_25
4.3589974022478625e-16,3.0500623380313138e-05,0.08296437147320938,0.007758448841248732,6.431517393322698e-15,0.9092466790621546,mfcc_output_19
1.1824930654422068e-12,7.5616744549704e-22,0.014855098581447214,1.3839078399156214e-07,0.9851447622021144,8.244717336647045e-10,mfcc_output_18
0.3945322961899931,0.00010160801886382327,0.6044868285117396,0.0008792672794033117,3.0481659854408326e-33,1.579275774813425e-16,mfcc_output_24
1.3134055776278805e-06,2.4887655601506955e-05,0.9120497588938568,0.08787126275586586,5.477495480554998e-19,5.2777289098102574e-05,mfcc_output_30
0.7529974231380803,0.1380786143470714,0.10883053348783003,9.34290270186245e-05,4.282239869475677e-65,1.9000836897075736e-19,mfcc_output_104
1.9781699344044618e-11,0.015025906467978425,0.020148577353365848,0.9511546034204524,1.3625001181255448e-78,0.013670912738421744,mfcc_output_110
0.606514692158772,0.0005924593838323309,0.3924171268898092,0.0004757215675859892,2.123230679573148e-39,1.6875350800400503e-17,mfcc_output_106
1.1187689838137482e-13,0.018456976915392265,0.032833246871695886,0.6706774049676588,5.839892941366774e-56,0.27803237124514096,mfcc_output_112
6.350646603920198e-08,8.344813522259444e-25,0.017419252240257435,3.097082217308732e-08,0.9825806532824544,4.33865473693605e-18,mfcc_output_26
0.034420745333948094,0.0028208884001651416,0.9424234453675641,0.020334920885341844,1.1416732122431498e-36,1.2980753013167704e-11,mfcc_output_32
3.0341684070008033e-15,9.13556941343876e-05,0.08977859503487637,0.017346094982037076,1.103663873266991e-17,0.8927839542889491,mfcc_output_33
0.9547442290610915,7.060421433742965e-10,0.045255676920826646,9.331203965219415e-08,5.072397177848624e-25,4.712657739411662e-29,mfcc_output_27
8.789880026655054e-05,0.5719486635826936,0.17155980924450676,0.25640314100299694,3.717451610370632e-70,4.873695360803321e-07,mfcc_output_113
0.9931151547660562,2.1980818181982336e-07,0.00688462370945852,1.7163034464562164e-09,2.238115818937879e-41,3.185479573197062e-34,mfcc_output_107
2.3156190917988626e-05,0.03591738891192641,0.5482366574258712,0.41580441979606114,1.5484703328490636e-41,1.837767522312974e-05,mfcc_output_68
8.735889410737091e-09,6.555207232127246e-07,0.9617694864784185,0.03668619628374389,3.091992726358994e-11,0.0015436529503050477,mfcc_output_40
1.8015455766149976e-06,0.07346504465213424,0.30416736405420003,0.6221444625405622,5.831225007448194e-47,0.00022132720752675414,mfcc_output_54
3.077967340750416e-07,2.305582790153322e-19,0.11084207384353945,2.749681055667588e-06,0.8891548686786076,6.346045554422477e-14,mfcc_output_83
4.088657754529865e-12,9.929262188046408e-24,0.025660446175089467,8.109037427869097e-08,0.9743394726725169,5.793106215995657e-11,mfcc_output_97
4.3919308766407687e-10,1.0667019954871094e-23,0.015355024544172662,6.989182649113933e-08,0.9846449051247258,8.227479013884687e-14,mfcc_output_96
8.591361435272901e-14,5.340778579001737e-19,0.015279401193213842,5.090289411330874e-07,0.9847199144019924,1.753757669900815e-07,mfcc_output_82
0.6154652956756496,0.027044714840839566,0.356515120915805,0.0009748685677060668,3.698796504513044e-51,1.118724789328169e-16,mfcc_output_55
1.051199770467824e-05,0.2799018566446437,0.20661274304448882,0.5134577874325723,1.4463213265928824e-60,1.7100880590257975e-05,mfcc_output_41
0.14673699412901475,0.8503710871364375,0.0028919091562950834,9.57825312781818e-09,3.73165085278927e-106,4.3008861627373436e-29,mfcc_output_69
0.0215760984725627,0.2776771539206607,0.643203636229578,0.05754311121985697,1.0279308102007335e-54,1.5734149230562424e-10,mfcc_output_57
1.5321663962172003e-09,0.016916551536343083,0.24715035589811143,0.6798262598534096,7.129741400019062e-37,0.05610683117996938,mfcc_output_43
0.0002660682254670776,3.9200579121960886e-07,0.9888997064364083,0.010833830900964897,2.6426451917688005e-16,2.4313682734627422e-09,mfcc_output_94
4.4528983577517786e-17,1.5685429745623169e-18,0.013781751349202013,1.723889986860699e-07,0.9862002558915122,1.7820370287202958e-05,mfcc_output_80
0.8364599525698677,3.0032145393525886e-16,0.16354003132936018,1.551840703780869e-08,5.823646832223545e-10,1.6689203868165902e-32,mfcc_output_81
0.9751440317056274,0.006087273888703539,0.01876824671577095,4.4768989824457887e-07,1.4237908605401833e-62,4.217726615593466e-26,mfcc_output_95
0.02166150258007904,4.3598260445234896e-05,0.9699972891052974,0.008297610050842313,5.5996297297817444e-27,3.3361404983818972e-12,mfcc_output_42
3.137340891407406e-08,0.09965548436134145,0.09659875250110722,0.8015651106410382,1.1097018703333196e-58,0.002180621123104153,mfcc_output_56
2.747632232965524e-11,0.00014645591869812298,0.5570112809595422,0.13275399749294123,1.3787644159185004e-17,0.31008826560134234,mfcc_output_52
2.0030898534347652e-09,3.6143288242352293e-12,0.9618497399934524,0.0010866572544284778,0.03704403732996684,1.9563415448642687e-05,mfcc_output_46
2.2606150195432635e-08,0.019665273491913066,0.2991463304207764,0.6709163942635782,5.606090872615474e-38,0.01027197921758228,mfcc_output_91
3.528069046804505e-13,0.011756814796213362,0.06952007108087142,0.3449209266715709,3.3144140251946135e-39,0.5738021874509914,mfcc_output_85
1.0404642981166665e-15,1.9252015272456412e-17,0.015992469778084332,6.467553949076993e-07,0.9839941342082726,1.2749258247030874e-05,mfcc_output_84
0.9967440974140412,0.00017408893302403073,0.0030818135894484515,6.348610287286304e-11,8.141230381010825e-63,1.8606609613644761e-38,mfcc_output_90
0.0005961503962669216,0.913043387708328,0.06298073702174445,0.023379724707850203,1.790293008662192e-106,1.6581009857478657e-10,mfcc_output_47
0.06625157849570987,0.9307026755645589,0.003045677161914493,6.877781681630281e-08,4.4515047012060785e-111,4.6617122848200574e-26,mfcc_output_53
0.7990050194954256,0.1581093240733287,0.042877245015301435,8.411415944529992e-06,5.374958037634223e-72,2.831230412948426e-22,mfcc_output_45
7.114209416053621e-16,3.3611158491664086e-13,0.1093338919425829,2.311450901756773e-05,0.8863445316044166,0.004298461943645951,mfcc_output_51
8.524041102517566e-18,0.0013566782996879802,0.031943668366191,0.021945051687770722,3.633964458506993e-27,0.9447546016463502,mfcc_output_79
0.023983781474183587,0.9711515549040398,0.004863116508040245,1.5471137365638995e-06,2.3430132144467129e-116,7.88448786076813e-22,mfcc_output_86
3.426400923704063e-08,0.10533337305615172,0.05094239103186105,0.8432312681174844,2.4584678899138324e-79,0.0004929335304933205,mfcc_output_92
8.511918620826423e-08,7.983559293844173e-10,0.9948432739556593,0.005146447198393521,3.1246874655126714e-06,7.068240939221486e-06,mfcc_output_93
0.9811554199135514,0.00016126203107671533,0.01868305960647482,2.5844889738553124e-07,8.455673036143932e-51,5.553021311210883e-27,mfcc_output_87
7.943281826730478e-07,0.23684498099637452,0.10330215062836548,0.6597512240588481,3.1240959296421223e-69,0.00010084998822908795,mfcc_output_78
6.247985724075524e-09,2.394349146128366e-24,0.01595609012651515,4.630870184324504e-08,0.9840438573167966,5.457034440630012e-16,mfcc_output_50
0.9496723425107166,0.011231332163746811,0.039092219961511965,4.105364024784123e-06,1.5111350515997156e-60,2.4970066734897962e-23,mfcc_output_44
